,date,developerResponse,review,rating,isEdited,userName,title
55,2019-08-22 15:37:44,"{'id': 10846928, 'body': ""Thank you for the awesome review! ❤️  Glad to hear you're liking the customized activities and reminders. Don't hesitate to reach out to us with feedback or requests - hello@getmoodfit.com. 🤗"", 'modified': '2019-09-23T17:46:18Z'}","Great app for tracking and examining mood and any factors that affect your mood: Sleep, exercise, diet, medication, weather, ... anything you want to add. 
Includes nice tools to help me improve my mood and stay positive, including reminders. 
Can set up custom items and easily compare with a history of mood and see personal trends. Can even export the data.
Very insightful. 
Clean simple interface. 
Nice improvements and new features with every version - can add and personalize my own reminders.",5,False,BobertBen15,Great for tracking and improving mood
56,2020-07-30 01:39:51,"{'id': 17614875, 'body': ""Thank you for the review! Very happy to hear it's helpful. With gratitude!"", 'modified': '2020-09-01T00:38:24Z'}",I am a person who starts something and after a short time gets bored with it and moves on. This app won’t allow you to do that. It reminds you throughout the day to stop and assess your feelings! So far the best app for anxiety!,5,False,Tammynation39,Awesome app
57,2022-12-04 10:41:38,"{'id': 30486014, 'body': ""Thank you for the great review! So happy to hear how you're using custom shortcuts to make journaling better. With gratitude!"", 'modified': '2022-06-21T20:14:22Z'}",I am so glad I found this! Love that I can add shortcuts to help make journaling easier. I can easily address eating issues I have and negative thinking patterns. Highly recommend!,5,True,mbnoom,Amazing tool!
58,2021-02-04 16:46:24,"{'id': 20942021, 'body': ""Your hopeful action was rewarded! :) Hope you like Moodfit. We'd love to know what we can do to earn a 5 star review. Thank you!"", 'modified': '2021-02-09T03:17:08Z'}","Only used a few days, but I like the many customizable options even on the free version. Received a msg yesterday about an extended free premium trial for submitting a review but with an expiration date of three days earlier. Doing it anyway and counting it as a hopeful action for the day!",4,False,User124299,Interesting so far
59,2019-05-26 21:48:23,"{'id': 7955613, 'body': ""Thank you for the great review. The best part of our job is when we hear back from users like you that Moodfit is helping them. Don't hesitate to contact us with feedback or suggestions. You can reach us at hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-03-28T19:04:42Z'}",This app is helpful in so many ways. It’s a great tracker; offers really wise advise; allows you to look at your historical data and points out trends; and helps you challenge negative behaviors and thoughts. I highly recommend it.,5,True,Nisijane,Really great app
60,2020-06-22 15:51:33,"{'id': 16837379, 'body': ""Thank you for the great review! Gratitude has great benefits for both the sender and receiver. We're very grateful for you! "", 'modified': '2020-07-23T18:47:54Z'}",This app helps me to focus on the things that will improve on multiple overall well-being and allow me to be show gratitude for things in my life no matter what I may be facing on a daily basis.,5,False,Hiddentm,Love this app
61,2023-03-16 13:04:01,"{'id': 35641352, 'body': ""Sorry to hear about your experience. The connection issues have been resolved. We'd love to have you back. Please email us anytime you have a question, hello@getmoodfit.com. With our gratitude!"", 'modified': '2023-03-28T19:56:14Z'}",This was working great for the first 13 days I used it but then it just stopped working with the message connection issue try again. After 2 days of trying and updating the app it still didn’t work. Two weeks of tracking info that I needed to share with doctor just gone. Bummer! I really loved it when it was working.,1,False,unicornz lol,Worked Great At First But Then….
62,2018-11-26 14:23:38,"{'id': 6394274, 'body': 'Thank you for the review! We love that it’s helpful to you. Let us know of anything new you’d like us to add. hello@getmoodfit.com Thanks again!', 'modified': '2018-12-15T04:35:49Z'}","This app is life changing when you use it. There is an opportunity to do as little or as much as I want to do. You can record, utilize tools, read motivational/encouraging notifications if you choose to.",5,False,Halfull44,The best health app I use.
63,2021-11-26 14:04:18,"{'id': 23206740, 'body': 'Very happy to hear how Moodfit has been helpful. Thank you for the review!', 'modified': '2021-06-04T23:59:01Z'}",This app is fantastic. Especially appreciate the mood tracker and the breathing exercises. I feel much more in control of things rather than things controlling me. Thank you!,5,True,1beggar,Game changer
64,2020-08-21 23:20:07,"{'id': 17614847, 'body': ""Thank you for the review. We're always trying to earn 5 star reviews. We'd love to hear from you what we can do better - hello@getmoodfit.com. Contact us anytime!"", 'modified': '2020-09-01T00:36:56Z'}","Pretty easy to use, I like the mood tracking and CBT tools. You can track everything with the free version, you just can’t see the trends/analysis (like percentage of low moods etc.). It doesn’t bug you to get the paid version like some other apps!",4,False,bobeenafofeena,Useful and free
65,2019-08-07 00:38:32,"{'id': 10846966, 'body': ""Thank you for the awesome review! ❤️ Very glad to hear you're liking the customizations and reminders. Don't hesitate to reach out to us with feedback or requests - hello@getmoodfit.com. 🤗"", 'modified': '2019-09-23T17:47:54Z'}",I really enjoy waking up to little messages the app sends to my phone. I like being able to customize the things I want to track as well.,5,False,Dodie16,Good tracking app so far
66,2020-08-24 17:19:28,"{'id': 17614282, 'body': ""Thank you for the review. Very happy to hear you're putting in the work on the hard stuff. We know it's not easy. We're cheering you on. Gratefully!"", 'modified': '2020-08-31T23:52:20Z'}",This is a really great app. It’s hard to put the work in to change yourself and deal with hard things and this app makes it easier.,5,False,Karebear7363518,Really helpful
67,2021-06-02 16:04:31,"{'id': 23206739, 'body': ""Sorry to hear we didn't meet your expectations. We'd love to hear your feedback. We also have programs to provide financial assistance. Please send us an email, hello@getmoodfit.com. Gratefully yours!"", 'modified': '2021-06-04T23:58:19Z'}","The apps is somewhat helpful with teaching me some techniques to how to relieve some stress, but it’s honestly short when it comes to helping feeling better. Also, that fact the app locks more ways to help stress behind is a pay wall is awful. I recommend finding something much better.",2,False,Seppisaurus,Not Really Great
68,2019-09-23 01:53:42,"{'id': 10846483, 'body': ""Thank you for the review. Very happy to hear Moodfit is working for you. Don't hesitate to give us more feedback or feature requests. You can email us anytime at hello@getmoodfit.com. Keep up the great work. ❤️"", 'modified': '2019-09-23T17:10:52Z'}",I noticed significant improvement in being out of my head and into the present moment very quickly. I was skeptical at first but am a believer now.,5,False,djm2019,Moodfit has worked for me
69,2020-01-29 13:20:44,"{'id': 14195355, 'body': ""Grateful for your review Rachel! So glad you like the gratitude tool. Don't hesitate to contact us anytime, hello@getmoodfit.com With gratitude for you!"", 'modified': '2020-03-23T18:00:16Z'}",It’s a very user-friendly app with helpful reminders promoting mental health and ways to focus on your well-being throughout the day. I especially like the gratitude exercise.,5,False,Rachel JPF,Everyone should use Moodfit!
70,2017-07-15 15:56:30,"{'id': 7955692, 'body': ""Thank you for the great review! We're genuinely grateful. We hope you like the new Reminders feature to keep you on track. Don't hesitate to contact us with feedback or suggestions. You can reach us anytime at hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-03-28T19:10:31Z'}","It has great mindfulness meditations and a host of tools to improve mood throughout the day, as well as a great way to keep track of daily tasks and goals and reward yourself for a day well spent. I love this app!",5,False,Callietitan,Amazing App for people with depression/anxiety
71,2020-08-21 13:31:12,,"What a great app. Using it sets the tone for the day and due to the modules you setup, your working on improving you’re mental health all day. As an anxiety/ panic and OCD sufferer, it keeps me focused on the positive!",5,False,Harley1491,So helpful ! I can tell when I miss a day
72,2020-05-22 12:47:18,"{'id': 15655354, 'body': 'Thank you for the review. You’ve got it - awareness is a big first step toward a better mood. With gratitude! ❤️ ', 'modified': '2020-05-29T14:35:52Z'}",Allows you to take a moment to think about how you're feeling and write it down. Acknowledgement of your feelings,5,False,notenufsleep,Makes you think
73,2021-10-25 11:17:40,"{'id': 27241948, 'body': 'Thank you for the review. Very happy to hear how Moodfit has been helpful!', 'modified': '2022-01-05T00:36:13Z'}","Moodfit has helped me identify weaknesses. I live having a place to journal gratitudes. The CBT is great to help correct negative thinking. I turn to CBT when needed. 
Highly recommend!",5,False,anonymoys2,Very helpful
74,2020-05-05 06:04:27,"{'id': 15655530, 'body': 'Thank you for the review. We’ve recently started the Moodfit Moment emails to give you short little tips and inspiration. Perhaps they help with being a reminder. Send us a note anytime hello@getmoodfit.com. We’d love to try to earn a 5 star review from you. With gratitude! ❤️ ', 'modified': '2020-05-29T14:47:10Z'}",I have a hard time reminding myself to go on the app but it has a variety of things that help remind you to check in and I think that’s wonderful as a bipolar person.,4,False,Rjwonton,Many options
75,2020-07-15 04:17:53,"{'id': 16837333, 'body': 'Thank you for the review! So happy that Moodfit has been able to help you during the challenging covid times. Keep going! Let us know how we can help.', 'modified': '2020-07-23T18:37:56Z'}","I am so thankful for this app, and the thoughtful, responsive team behind it. Has really helped me stay at my best during COVID. Well worth the free trial, and worth the paid plan as well.",5,False,SuspensionBridget,Got me through quarantine
76,2021-04-28 12:01:53,"{'id': 23215257, 'body': ""Thank you for the review and for telling your husband about Moodfit. Very happy to hear it's been helpful with focus. Gratefully yours!"", 'modified': '2021-06-06T03:53:35Z'}","This app is a must! Has carried me through the pandemic, helping me focus on my strengths & providing me help with focus. Got my husband using it now & we are grateful for it.",5,False,mrw123,So helpful
77,2020-07-01 12:52:47,"{'id': 16837371, 'body': ""Update:\xa0\nSince we've had things fixed and working well again we hope you'll give Moodfit a try again. And we'd love if you'd edit your review as well. Any questions - email us at hello@getmoodfit.com. With gratitude! \n\nPrevious reply:\nHi... We've had a major snafu with our internet service provider. :( We're in the process of restoring service. If you email us hello@getmoodfit.com we'll let you know when service is restored. We're so sorry for the inconvenience and are working around the clock to get things fixed!"", 'modified': '2020-07-23T18:46:45Z'}",App was very useful for the first day... now I’m receiving an “unable to connect” message.  My internet and phone are fine and are having no problems with other apps/web.  This has been for the last 2 hours.  I’ve emailed support but haven’t heard back.  Hope this isn’t what I have to look forward too with this app now that I’ve paid for months in advance.  Urg.,1,False,Posh327,Hmmm
78,2020-09-20 16:21:19,"{'id': 18605742, 'body': ""So glad to hear you're finding Moodfit helpful. With gratitude!"", 'modified': '2020-10-20T23:34:28Z'}","I love that you can determine what activities you want to do, how many times a week, and on what days and times!!  The reminders are really helpful too!!",5,False,itzmetinab,Love it!
79,2020-01-03 22:40:50,"{'id': 12754089, 'body': 'Thank you for the review! Awesome to hear that Moodfit has helped you form new healthy habits. Much gratitude to you!\n', 'modified': '2020-01-06T19:41:35Z'}","After three weeks of using MoodFit every day, to set and track goals, mood, etc. for the first time I have been able to actually form new healthy HABITS.",5,False,FoldedBee,I love this app!
80,2021-11-08 01:21:34,"{'id': 22201115, 'body': 'Thank you for the review and for recommending it to clients. We have a program where providers can give extended free trials to their clients. See getmoodfit.com/pro. Let us know if you have any questions. Thank you again!', 'modified': '2021-04-12T20:38:41Z'}",This is a wonderful app I recommend to several clients. It has a lot of great tools.,5,True,Taylor63toys,Highly recommend!
81,2019-07-08 20:50:12,"{'id': 9598971, 'body': ""Thank you for the review! 😍 Note that you can share your charts and history with a therapist by sms or email. You can even share individual entries this way. Please don't hesitate to contact us with any requests you have - hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-07-10T18:59:53Z'}",This is a great source for bringing attention to different moods you’re in and how to work on them daily. Very glad that a family member’s therapist recommended this,5,False,all names are taken so....,Therapist recommended
82,2019-09-12 23:19:38,"{'id': 10846848, 'body': ""Thank you for the review. Please reach out to us if there are any additional features you'd find useful - hello@getmoodfit.com. We'd love to get you from 4 stars to 5 stars. :) "", 'modified': '2019-09-23T17:41:40Z'}",I think the idea of keeping track each day how you’ve been feeling is honestly the best insight to have in your everyday life. Definitely a game changer and big help getting my mind out of autopilot.,4,False,au ne,Everyday Use :)
83,2020-02-05 03:18:27,"{'id': 14195335, 'body': 'Thank you for the review! We have some new features coming in the gratitude tool. Stay tuned! With gratitude!', 'modified': '2020-03-23T17:59:20Z'}",Helpful for me when I was struggling w anxiety disorder. Still use. I like the gratitude journal as well but this app has so many adjustable features,5,False,Bryan00111,Great for tracking mood!
84,2020-12-06 08:53:58,"{'id': 20562339, 'body': ""Thank you for the review! Glad you're finding Moodfit helpful. We strive to give you a 5 star experience. We'd love for you to email us at hello@getmoodfit.com and let us know how we could make Moodfit even better. Thank you!"", 'modified': '2021-01-21T20:20:20Z'}","Easily accessible and the graphs show you progress that you’ve made, the app also comes with a toolkit with helpful activities in it such as  mindfulness practices.",4,False,healthy guy1,Great app
85,2019-12-05 19:50:42,"{'id': 12259238, 'body': 'Thank you for the 5 star rating and review! Much gratitude to you!', 'modified': '2019-12-06T23:49:09Z'}","I wrote a glowing review earlier but it seems to have disappeared.

I’ll just say that I recommend this app to ALL people interested in improving their happiness.

Thank you so much!",5,False,MD8484,Awesome app!
86,2021-05-06 16:04:44,"{'id': 23215249, 'body': ""Thank you for the review. Very happy to hear you're finding the customization features to be helpful. Gratefully yours!"", 'modified': '2021-06-06T03:52:09Z'}","I’ve just started using.  This app has so much to offer. Easy to personalize .  Discusses gratitude, breath work , journaling , CBT and more!!!",5,False,learning hope,Excellent for self care
87,2021-09-11 22:09:46,"{'id': 25316721, 'body': ""Glad you're off to a good start with Moodfit. If you ever have any questions please drop us an email, hello@getmoodfit.com."", 'modified': '2021-09-25T20:09:50Z'}",I like it so far. I use it as a basis for my therapy discussions about moods and thoughts that are hard to access when in a different state as well as self-debriefs for my sessions.,4,False,michaelxmh,Generally Pretty Good
88,2020-10-03 03:18:14,"{'id': 18605739, 'body': ""You're welcome. And thank you for the lovely review! "", 'modified': '2020-10-20T23:34:04Z'}",I really love this app. Using the cbt thought tool has been soooo helpful dealing with day to day stressors to help put things in context. Very grateful for Moodfit! Thank you for making it.,5,False,mvgirl1977,CBT Thought Tool
89,2020-08-06 16:01:32,"{'id': 17168310, 'body': 'Thank you for the review! ❤️ Please email us, hello@getmoodfit.com and let us know what services you wish were free. Gratefully yours!', 'modified': '2020-08-09T16:15:22Z'}","So far so good!  I like the reminders that come in each day, as encouragement.  I wish some of the paid services were free however",5,False,eccentric07,Good
90,2020-12-08 15:46:46,"{'id': 20562313, 'body': 'Thank you for the great review! So happy to hear that Moodfit is helpful to keep you on focus on things that are good for you! With gratitude!', 'modified': '2021-01-21T20:19:10Z'}",The reminders are a pleasant break throughout the day and it really gets me to focus on myself. I love the meditations and gratitude journal! I will definitely keep using this app!,5,False,perkinsal12,Love this app!
91,2020-09-14 20:44:40,"{'id': 18605744, 'body': 'Thank you for the review and for telling others about Moodfit. With gratitude!', 'modified': '2020-10-20T23:35:27Z'}",This has been helping me and I have recommended it to others even.,5,False,LisaSpeckles,Helps
92,2021-02-11 17:24:53,"{'id': 21119979, 'body': 'Thank you for the 5 star review! Please keep going. Ever have questions just email us, hello@getmoodfit.com. ', 'modified': '2021-02-17T18:21:30Z'}",I’ve only been using the moodfit app for a few days but it’s a great tool to keep you focused on your mental health.,5,False,pegertner,So far so great
93,2020-10-17 13:36:41,"{'id': 18605732, 'body': ""Hi... This issue should be resolved. If you're still having a problem please drop us an email - hello@getmoodfit.com. Thank you!"", 'modified': '2020-10-20T23:31:54Z'}","I don’t know if it’s me or the app, but lately it just won’t load. It won’t work on wifi, off of wifi, or with service.",4,False,GoldenNeugdae,Loading
94,2020-12-17 22:54:01,"{'id': 20562296, 'body': ""Thank you for the review! Very happy to hear that Moodfit has been helpful dealing with all the stresses currently going on. And we're very grateful that you're recommending it to your patients!"", 'modified': '2021-01-21T20:18:19Z'}","trying to manage anxiety from pandemic, politics, and -dams it- apparently upcoming surgery. Love notifications to stretch and breathe while at work. Great sessions on mindfulness. Recommending to my patients.",5,False,katrina luna,helpful
95,2020-05-17 17:19:59,"{'id': 15655403, 'body': 'Thank you for the review. A regular practice of gratitude is a great way to rewire your brain to see more of the good in life. We love that you’re using it! With gratitude! ❤️ ', 'modified': '2020-05-29T14:40:27Z'}",Great app.  It’s helping to keep me mindful of all the things to be grateful for and to be more conscious of when I am falling into negative thinking patterns.,5,False,blg69,Very helpful
96,2022-11-27 04:04:54,"{'id': 33462331, 'body': ""That doesn't sound right at all. Please send us an email to hello@getmoodfit.com and let's get this sorted out. Sorry for the hassle. We can definitely get you up and working quickly. Thanks."", 'modified': '2022-11-30T23:56:11Z'}",Not much I like about this app. It doesn’t show the correct history. When I go to read my journals is puts everything in one day which obviously isn’t right. Sometimes it evens puts my entries into the wrong day. I wouldn’t recommend using.,1,False,cassjnealley,Not so great
97,2021-01-03 23:12:51,"{'id': 20562215, 'body': 'Thank you for the 5 star review! Grateful to hear that Moodfit is helping you moving forward day by day.', 'modified': '2021-01-21T20:12:33Z'}",Use it every day. Helps me to know where I’m at and what I need to do to become better.,5,False,jfronk28,Keeps Me Motivated
98,2021-11-05 02:50:18,"{'id': 27241930, 'body': ""You're exactly right. Working on one's mental health does take effort. We try to break it down into bite size activities and habits. With our gratitude!"", 'modified': '2022-01-05T00:34:58Z'}",Moodfit is an essential part of my mental health regimen and is helping me navigate a difficult time in my life.,4,False,moodfituser,It works if you put in the effort
99,2020-06-23 10:32:16,"{'id': 16837374, 'body': 'Thank you for the great review. Email us anytime with questions - hello@getmoodfit.com. ', 'modified': '2020-07-23T18:47:13Z'}",I had been looking for something like this for a long time!,5,False,57$!;;,Really great
100,2017-07-07 01:07:08,,Have become a big fan of the gratitude and sleep features. Liking this app so far. 👍,5,False,Mjk459,Gratitude
101,2020-06-03 15:02:19,"{'id': 16082387, 'body': 'So happy to hear you like the notifications! Know that you can even put in your own using the Reminders tool. ✅ Thanks for the review!', 'modified': '2020-06-18T23:39:44Z'}",I live the notifications is sends throughout the day!,5,False,blackbeltxina,Like it so far!
102,2020-01-14 20:03:23,"{'id': 13145128, 'body': ""So glad you're using the tools in Moodfit and they're making a difference. Thank you for the review! ❤️"", 'modified': '2020-01-27T20:38:42Z'}",And they really make a difference. The reminders are super helpful,5,False,Roxanne The Flower,It’s a really really good Mental health App. The exercises take 2 minutes
103,2019-11-22 13:33:48,"{'id': 12259234, 'body': ""Thank you for the review. Very happy to hear that Moodfit has helped curb your negative thoughts! That's exactly what the CBT Thought Record tool is designed to do - help you recognize when your thoughts may be distorted from reality and as a result making you feel worse. Much gratitude to you!"", 'modified': '2019-12-06T23:48:37Z'}",Been a super helpful app that has curbed my negative thoughts as well as helped track my moods and exercise!,5,False,Msanch5,Helpful
104,2019-06-12 13:06:23,"{'id': 9598994, 'body': ""Thank you for the review! 😍 Please don't hesitate to contact us with any requests you have in the future - hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-07-10T19:00:36Z'}",Couldn’t imagine not having this service everyday,5,False,jvalop2233,Love it
105,2018-01-31 05:29:30,"{'id': 7955666, 'body': ""Thank you for the great review! We're genuinely grateful. Don't hesitate to contact us with feedback or suggestions. You can reach us anytime at hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-03-28T19:08:48Z'}","I used to keep a gratitude journal in a google doc, but this makes it much easier and more rewarding!",5,False,impatient traveler,Gratitude
106,2017-08-23 21:37:10,"{'id': 7955677, 'body': ""Thank you for the great review! We're genuinely grateful. Don't hesitate to contact us with feedback or suggestions. You can reach us anytime at hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-03-28T19:09:44Z'}","This is an amazing app. I don't like journaling, so this is a quick, easy alternative way to record moods, sleeping habits, etc.",5,False,yebbaf,Great App
107,2020-09-19 12:40:41,"{'id': 18605743, 'body': 'Thank you for the review! Yes, the 2020 sanity routing. So needed this year!', 'modified': '2020-10-20T23:35:01Z'}",I use this app every morning as part of my 2020-sustain-the-sanity routine. It’s easy to use and gives great feedback.,5,False,deadathome,Great app!
108,2019-10-29 19:34:09,"{'id': 11560421, 'body': ""We love how you've gotten the essence of Moodfit - being grateful and daily good self-care habits. And thank you for the review!"", 'modified': '2019-10-30T17:14:59Z'}",It’s been great for focus and a daily reminder to be grateful but also remember self-care. Thank you!,5,False,black podster,Love the app!
109,2021-03-12 14:46:38,"{'id': 22201054, 'body': 'Thanks for the feedback. You can change your notifications anytime you like in the Reminders tool. Just pick a different theme like Calming, Distorted Thinking or Gratitude and it will give you new notifications. The next version of the app will remind you to change this every week or so. Let us know if that is helpful.', 'modified': '2021-04-12T20:32:55Z'}",Same notifications for support. Did not change habits- just created a new habit to delete the notification,3,False,Nomadic nurse,Repetitive
110,2020-10-06 21:30:08,"{'id': 12754119, 'body': ""We're grateful for your review! We're thrilled to hear you're finding Moodfit a valuable self-help tool.\n"", 'modified': '2020-01-06T19:43:12Z'}",Totally useful and inspiring.  A great learning tool and self help APP.  The team really seems to care too!,5,True,Kapet😀,Very helpful and useful
111,2021-08-22 23:34:07,"{'id': 25454939, 'body': 'We’d love to get more input about the fonts and layout. We’d be grateful if you could drop us a note at hello@getmoodfit.com. Thank you!', 'modified': '2021-10-02T19:02:01Z'}","I love the concept of the app, but it's a little basic in terms of layout and font. It has glitches with the dates as well.",2,False,gijder,"Great concept, layout could be better"
112,2020-09-14 13:13:35,"{'id': 18605752, 'body': ""Glad you're finding it helpful. You can thank The American Nurses Foundation who have partnered with us to bring Moodfit to nurses!"", 'modified': '2020-10-20T23:36:52Z'}",Not too many messages in a day. Live the nurse specific messages!,4,False,lorifMusic,Just right!
113,2020-09-01 04:47:58,"{'id': 18605755, 'body': ""Thank you for the review. So glad to hear you're enjoying the small reminders!"", 'modified': '2020-10-20T23:37:32Z'}",Constant small reminders really help to keep the mood up!,5,False,UnrequitedBusiness,Helpful notis
114,2019-05-15 19:06:01,"{'id': 9599045, 'body': ""Thank you for the review! 😍  We hope you're liking the customizable reminders in the latest version. We're also working on more daily notifications. Stay tuned! And please don't hesitate to contact us with any requests you have - hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-07-10T19:02:29Z'}",The daily notifications are my favorite. They pick me up at the right time. I love it!,5,False,Oz Davis,I love it!
115,2018-06-06 13:39:29,"{'id': 4599307, 'body': ""Thank you for the review! If you ever have any other feedback or questions, just send us an email to hello@getmoodfit.com. We'd love to hear from you! ❤️"", 'modified': '2018-08-09T20:09:27Z'}",Great app for customizing your specific inner self situation with daily input and tracking improvements.,5,False,Trader 47222,Customize Moodfit
116,2020-05-22 19:36:52,"{'id': 15655318, 'body': 'Thank you for the review. Love that you’re tracking different variables and becoming aware of what brings you up and down. Keep going! With gratitude! ❤️ ', 'modified': '2020-05-29T14:34:15Z'}",Love keeping track of everything! This has been a great app,5,False,Dlock1272,Great app
117,2021-07-09 04:26:10,"{'id': 23686005, 'body': 'Thank you for your review! ', 'modified': '2021-07-01T00:54:53Z'}",This app is great for tracking mood along with factors and activities that impact it.,5,True,Paula in SEPIA,Great app
118,2020-10-04 18:02:52,"{'id': 18605734, 'body': ""Thank you for the review! So glad to hear you're finding the tips useful."", 'modified': '2020-10-20T23:33:06Z'}",Awesome app to help lift your mood. Excellent tips to help you learn to cope with your mood. I highly recommend it.,5,False,Just_Michelle,Awesome app
119,2020-07-07 14:48:37,"{'id': 16837336, 'body': 'Thank you for the review. Keep going! Let us know how we can help anytime, hello@getmoodfit.com. With gratitude!', 'modified': '2020-07-23T18:39:07Z'}","Just started using this APP. It’s interesting, and I think it will be helpful!",5,False,Katie Marie Katie,Truly helpful APP
120,2020-01-21 03:19:30,"{'id': 13145091, 'body': ""Very grateful for your review and so happy that it's helping you! ❤️"", 'modified': '2020-01-27T20:36:44Z'}",This app is helping me with my Depression and I can’t thank the developers enough!,5,False,Nichole62442,Amazing!
121,2019-08-28 12:32:46,"{'id': 10846877, 'body': ""Thank you for the review! ❤️  We love brightening your day. We plan to keep doing it too! Don't hesitate to contact us with any requests for new features - hello@getmoodfit.com. Keep up the great work. It's inspiring! "", 'modified': '2019-09-23T17:43:27Z'}","Amazing app helps a lot with my stress, anxiety, and moods. Moodfit knows just how to brighten my day",5,False,livialovefaith,Great App Definitely Recommend
122,2017-10-12 03:58:32,"{'id': 7955674, 'body': ""Thank you for the great review! We're genuinely grateful. Don't hesitate to contact us with feedback or suggestions. You can reach us anytime at hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-03-28T19:09:28Z'}",I love everything about this app. Simple to use but lots of customizing.,5,False,JRS0831,Great
123,2017-07-25 10:45:11,"{'id': 1727913, 'body': ""Thanks Mikey. Feel free to reach out to us anytime with new features you'd like us to include in the future. You can email us directly at hello@getmoodfit.com. Thanks, Team Moodfit."", 'modified': '2017-11-11T21:38:37Z'}",This is a solid app that needs to grow over time. Simple to use for this beginner.,4,False,MikeyWat,Just Learning
124,2020-05-18 16:46:47,"{'id': 15655389, 'body': 'Thank you for the review. Remember, you can customize those reminders anyway you like. With gratitude! ❤️ ', 'modified': '2020-05-29T14:38:36Z'}",I enjoy the positive reminders that pop up.,5,False,Sandra563,Nice reminders
125,2022-01-03 21:02:17,"{'id': 27241897, 'body': 'To solve that issue simply sign out of your account then back in. We have a fix ready for this issue in our next release. Sorry for the troubles. ', 'modified': '2022-01-05T00:33:06Z'}",The app hasn’t allowed me to enter any data since December 26th. Even that day keeps deleting itself and now from 550+ days it’s now telling me I have zero days of saving moods in a row.,1,False,ZoZose,Once again…
126,2019-03-21 13:21:36,"{'id': 7955624, 'body': ""Thank you for the great review! We're genuinely grateful. Don't hesitate to contact us with feedback or suggestions. You can reach us anytime at hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-03-28T19:05:53Z'}",It syncs between devices. Add tags to entries. Protected with password. It’s great and exactly what I was looking for in an online journal!,5,False,tarakaye1982,Perfect!!!
127,2019-04-01 16:01:48,"{'id': 9599068, 'body': ""Thank you for the review! 😍  You raise a great point. Working on your mood fitness does require effort just like when working on your physical fitness. But it can definitely pay off. Please don't hesitate to contact us with any requests you have - hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-07-10T19:03:51Z'}",Works if you work it diligently,5,False,brrrrjsjdj,Works if you work it diligently
128,2021-02-25 13:35:48,"{'id': 22201128, 'body': ""Thank you for the review. We've worked on making the app faster. If you're running into any issues please send us an email, hello@getmoodfit.com so we can fix them for you. Gratefully yours!"", 'modified': '2021-04-12T20:39:24Z'}",App slow sometimes but content v good,5,False,🦷❤️⭐️,Too good
129,2021-02-12 23:23:34,"{'id': 21119903, 'body': ""Thank you for the review! We're grateful to hear that it's helping you to feel more positive & less reactive. Those are wonderful things!"", 'modified': '2021-02-17T18:17:59Z'}",Loving the app so far,5,False,gh73883,Helping me be more positive and less reactive
130,2018-01-22 02:21:16,"{'id': 7955672, 'body': ""Thank you for the great review! We're genuinely grateful. We have more features coming to help you identify patterns. Don't hesitate to contact us with feedback or suggestions. You can reach us anytime at hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-03-28T19:09:17Z'}","Really helpful in seeing patterns and great helpful suggestions, so far I love it.",5,False,Kk wife,Great app
131,2020-10-03 14:52:25,"{'id': 18605738, 'body': ""Very glad to hear that you're liking the suggestions. Gratefully yours!"", 'modified': '2020-10-20T23:33:39Z'}",So nice to get gentle suggestions every so often!,5,False,franc264,Moodfit
132,2022-02-26 22:03:30,"{'id': 28341082, 'body': ""Thanks for letting us know. Please send us an email to hello@getmoodfit.com and we're happy to help. In the app we talk about many use cases of Moodfit and how to best configure and use it for those cases. Send us an email and we can help."", 'modified': '2022-03-02T17:36:26Z'}",Couldn’t figure out how to use this.,2,False,rock&rollruinedmylife,Confusing interface
133,2020-08-27 14:53:21,"{'id': 17614274, 'body': 'Thank you for the review! ', 'modified': '2020-08-31T23:51:26Z'}",This app has it all - love the reminders and the prompts and the meditations.,5,False,LPD625,Great mindfulness app!
134,2018-12-13 03:22:42,"{'id': 6394266, 'body': 'You are so very welcome! Let us know of any new features you’d like. hello@getmoodfit.com. Thanks again!', 'modified': '2018-12-15T04:33:51Z'}",Thank you so much for this app!,5,False,MarePatti,Thank you!
135,2020-01-17 01:35:38,"{'id': 13145114, 'body': 'Grateful for your review! ❤️', 'modified': '2020-01-27T20:37:59Z'}",Love It!,5,False,funskittlegirl,Fun Little App that Makes you Think
136,2021-07-07 21:01:10,"{'id': 23931539, 'body': 'Sorry to hear you had an issue. Please contact us, hello@getmoodfit.com so we can understand what’s happening. If there’s an issue we want to get it fixed ASAP. Thank you!', 'modified': '2021-07-14T18:36:13Z'}",I wasnt able to add my medications and the app wouldn’t save any of my data so I ended up just deleting it,1,False,Corey414,Bugs made it hard to use
